ID,DATA_0,DATA_1,DATA_2,DATA_3,DATA_4,DATA_5,DATA_6,DATA_7,label
1126,0,136,216,248,96,32,32,0,0
132,0,0,0,76,30,48,12,0,0
1034,192,0,0,5,14,33,234,0,0
817,192,0,232,9,10,0,0,2,0
1126,0,136,220,248,96,32,32,0,0
132,0,0,0,76,30,49,12,0,0
817,192,0,232,10,10,0,0,2,0
1034,192,0,0,5,14,33,246,0,0
1126,0,136,224,248,96,32,32,0,0
132,0,0,0,76,30,50,12,0,0
817,192,0,232,11,10,0,0,2,0
1126,0,136,228,248,96,32,32,0,0
1034,192,0,0,5,14,34,2,0,0
132,0,0,0,76,30,51,12,0,0
817,192,0,232,12,10,0,0,2,0
1126,0,136,232,248,96,32,32,0,0
1034,192,0,0,5,14,34,14,0,0
132,0,0,0,76,30,52,12,0,0
817,192,0,232,13,10,0,0,2,0
1126,0,136,236,248,96,32,32,0,0
1034,192,0,0,5,14,34,26,0,0
132,0,0,0,76,30,53,12,0,0
817,192,0,232,14,10,0,0,2,0
1126,0,140,0,248,96,32,32,0,0
132,0,0,0,76,30,54,12,0,0
1034,192,0,0,5,14,34,38,0,0
817,192,0,232,15,10,0,0,2,0
1126,0,140,4,248,96,32,32,0,0
132,0,0,0,76,30,55,12,0,0
817,192,0,232,16,10,0,0,2,0
1034,192,0,0,5,14,34,50,0,0
1126,0,140,8,248,96,32,32,0,0
132,0,0,0,76,30,56,12,0,0
817,192,0,232,17,10,0,0,2,0
1126,0,140,12,248,96,32,32,0,0
1034,192,0,0,5,14,34,62,0,0
132,0,0,0,76,30,57,12,0,0
817,192,0,232,18,10,0,0,2,0
1126,0,140,16,248,96,32,32,0,0
1034,192,0,0,5,14,34,74,0,0
132,0,0,0,76,30,58,12,0,0
817,192,0,232,19,10,0,0,2,0
1126,0,140,20,248,96,32,32,0,0
1034,192,0,0,5,14,34,86,0,0
132,0,0,0,76,30,59,12,0,0
817,192,0,232,20,10,0,0,2,0
1126,0,140,24,248,96,32,32,0,0
132,0,0,0,76,31,0,12,0,0
1034,192,0,0,5,14,34,98,0,0
817,192,0,232,21,10,0,0,2,0
1126,0,140,28,248,96,32,32,0,0
132,0,0,0,76,31,1,12,0,0
817,192,0,232,22,10,0,0,2,0
1034,192,0,0,5,14,34,110,0,0
1126,0,140,32,248,96,32,32,0,0
132,0,0,0,76,31,2,12,0,0
817,192,0,232,23,10,0,0,2,0
1126,0,140,36,248,96,32,32,0,0
1034,192,0,0,5,14,34,122,0,0
132,0,0,0,76,31,3,12,0,0
817,192,0,232,24,10,0,0,2,0
1126,0,140,40,248,96,32,32,0,0
1034,192,0,0,5,14,34,134,0,0
132,0,0,0,76,31,4,12,0,0
817,192,0,232,25,10,0,0,2,0
1126,0,140,44,248,96,32,32,0,0
1034,192,0,0,5,14,34,146,0,0
132,0,0,0,76,31,5,12,0,0
817,192,0,232,26,10,0,0,2,0
1126,0,140,48,248,96,32,32,0,0
132,0,0,0,76,31,6,12,0,0
1034,192,0,0,5,14,34,158,0,0
817,192,0,232,27,10,0,0,2,0
1126,0,140,52,248,96,32,32,0,0
132,0,0,0,76,31,7,12,0,0
817,192,0,232,28,10,0,0,2,0
1034,192,0,0,5,14,34,170,0,0
1126,0,140,56,248,96,32,32,0,0
132,0,0,0,76,31,8,12,0,0
817,192,0,232,29,10,0,0,2,0
1126,0,140,60,248,96,32,32,0,0
1034,192,0,0,5,14,34,182,0,0
132,0,0,0,76,31,9,12,0,0
817,192,0,232,30,10,0,0,2,0
1126,0,140,64,248,96,32,32,0,0
1034,192,0,0,5,14,34,194,0,0
132,0,0,0,76,31,10,12,0,0
817,192,0,232,31,10,0,0,2,0
1126,0,140,68,248,96,32,32,0,0
1034,192,0,0,5,14,34,206,0,0
132,0,0,0,76,31,11,12,0,0
817,192,0,232,32,10,0,0,2,0
1126,0,140,72,248,96,32,32,0,0
132,0,0,0,76,31,12,12,0,0
1034,192,0,0,5,14,34,218,0,0
817,192,0,232,33,10,0,0,2,0
1126,0,140,76,248,96,32,32,0,0
132,0,0,0,76,31,13,12,0,0
817,192,0,232,34,10,0,0,2,0
1034,192,0,0,5,14,34,230,0,0
1126,0,140,80,248,96,32,32,0,0
132,0,0,0,76,31,14,12,0,0
817,192,0,232,35,10,0,0,2,0
1126,0,140,84,248,96,32,32,0,0
1034,192,0,0,5,14,34,242,0,0
132,0,0,0,76,31,15,12,0,0
817,192,0,232,36,10,0,0,2,0
1126,0,140,88,248,96,32,32,0,0
1034,192,0,0,5,14,34,254,0,0
132,0,0,0,76,31,16,12,0,0
817,192,0,232,37,10,0,0,2,0
1126,0,140,92,248,96,32,32,0,0
1034,192,0,0,5,14,35,10,0,0
132,0,0,0,76,31,17,12,0,0
817,192,0,232,38,10,0,0,2,0
1126,0,140,96,248,96,32,32,0,0
132,0,0,0,76,31,18,12,0,0
1034,192,0,0,5,14,35,22,0,0
817,192,0,232,39,10,0,0,2,0
1126,0,140,100,248,96,32,32,0,0
132,0,0,0,76,31,19,12,0,0
817,192,0,232,40,10,0,0,2,0
1034,192,0,0,5,14,35,34,0,0
1126,0,140,104,248,96,32,32,0,0
132,0,0,0,76,31,20,12,0,0
817,192,0,232,41,10,0,0,2,0
1126,0,140,108,248,96,32,32,0,0
1034,192,0,0,5,14,35,46,0,0
132,0,0,0,76,31,21,12,0,0
817,192,0,232,42,10,0,0,2,0
1126,0,140,112,248,96,32,32,0,0
1034,192,0,0,5,14,35,58,0,0
132,0,0,0,76,31,22,12,0,0
817,192,0,232,43,10,0,0,2,0
1126,0,140,116,248,96,32,32,0,0
1034,192,0,0,5,14,35,70,0,0
132,0,0,0,76,31,23,12,0,0
817,192,0,232,44,10,0,0,2,0
1126,0,140,120,248,96,32,32,0,0
132,0,0,0,76,31,24,12,0,0
1034,192,0,0,5,14,35,82,0,0
817,192,0,232,45,10,0,0,2,0
1126,0,140,124,248,96,32,32,0,0
132,0,0,0,76,31,25,12,0,0
817,192,0,232,46,10,0,0,2,0
1034,192,0,0,5,14,35,94,0,0
1126,0,140,128,248,96,32,32,0,0
132,0,0,0,76,31,26,12,0,0
817,192,0,232,47,10,0,0,2,0
1126,0,140,132,248,96,32,32,0,0
1034,192,0,0,5,14,35,106,0,0
132,0,0,0,76,31,27,12,0,0
817,192,0,232,48,10,0,0,2,0
1126,0,140,136,248,96,32,32,0,0
1034,192,0,0,5,14,35,118,0,0
132,0,0,0,76,31,28,12,0,0
817,192,0,232,49,10,0,0,2,0
1126,0,140,140,248,96,32,32,0,0
1034,192,0,0,5,14,35,130,0,0
132,0,0,0,76,31,29,12,0,0
817,192,0,232,50,10,0,0,2,0
1126,0,140,144,248,96,32,32,0,0
132,0,0,0,76,31,30,12,0,0
1034,192,0,0,5,14,35,142,0,0
817,192,0,232,51,10,0,0,2,0
1126,0,140,148,248,96,32,32,0,0
132,0,0,0,76,31,31,12,0,0
817,192,0,232,52,10,0,0,2,0
1034,192,0,0,5,14,35,154,0,0
1126,0,140,152,248,96,32,32,0,0
132,0,0,0,76,31,32,12,0,0
817,192,0,232,53,10,0,0,2,0
1126,0,140,156,248,96,32,32,0,0
1034,192,0,0,5,14,35,166,0,0
132,0,0,0,76,31,33,12,0,0
817,192,0,232,54,10,0,0,2,0
1126,0,140,160,248,96,32,32,0,0
1034,192,0,0,5,14,35,178,0,0
132,0,0,0,76,31,34,12,0,0
817,192,0,232,55,10,0,0,2,0
1126,0,140,164,248,96,32,32,0,0
1034,192,0,0,5,14,35,190,0,0
132,0,0,0,76,31,35,12,0,0
817,192,0,232,56,10,0,0,2,0
1126,0,140,168,248,96,32,32,0,0
132,0,0,0,76,31,36,12,0,0
1034,192,0,0,5,14,35,202,0,0
817,192,0,232,57,10,0,0,2,0
1126,0,140,172,248,96,32,32,0,0
132,0,0,0,76,31,37,12,0,0
817,192,0,232,58,10,0,0,2,0
1034,192,0,0,5,14,35,214,0,0
1126,0,140,176,248,96,32,32,0,0
132,0,0,0,76,31,38,12,0,0
817,192,0,232,59,10,0,0,2,0
1126,0,140,180,248,96,32,32,0,0
1034,192,0,0,5,14,35,226,0,0
132,0,0,0,76,31,39,12,0,0
817,192,0,232,60,10,0,0,2,0
1126,0,140,184,248,96,32,32,0,0
1034,192,0,0,5,14,35,238,0,0
132,0,0,0,76,31,40,12,0,0
817,192,0,232,61,10,0,0,2,0
1126,0,140,188,248,96,32,32,0,0
1034,192,0,0,5,14,35,250,0,0
132,0,0,0,76,31,41,12,0,0
817,192,0,232,62,10,0,0,2,0
1126,0,140,192,248,96,32,32,0,0
132,0,0,0,76,31,42,12,0,0
1034,192,0,0,5,14,36,6,0,0
817,192,0,232,63,10,0,0,2,0
1126,0,140,196,248,96,32,32,0,0
132,0,0,0,76,31,43,12,0,0
817,192,0,232,64,10,0,0,2,0
1034,192,0,0,5,14,36,18,0,0
1126,0,140,200,248,96,32,32,0,0
132,0,0,0,76,31,44,12,0,0
817,192,0,232,65,10,0,0,2,0
1126,0,140,204,248,96,32,32,0,0
1034,192,0,0,5,14,36,30,0,0
132,0,0,0,76,31,45,12,0,0
817,192,0,232,66,10,0,0,2,0
1126,0,140,208,248,96,32,32,0,0
1034,192,0,0,5,14,36,42,0,0
132,0,0,0,76,31,46,12,0,0
817,192,0,232,67,10,0,0,2,0
1126,0,140,212,248,96,32,32,0,0
1034,192,0,0,5,14,36,54,0,0
132,0,0,0,76,31,47,12,0,0
817,192,0,232,68,10,0,0,2,0
1126,0,140,216,248,96,32,32,0,0
291,0,0,0,0,0,0,0,0,1
291,14,11,4,4,3,3,8,12,1
291,1,5,9,7,0,11,15,4,1
291,3,1,6,7,8,10,2,5,1
291,9,8,4,5,3,1,7,15,1
291,1,7,6,10,14,15,15,8,1
291,5,6,3,0,8,15,7,9,1
291,13,2,7,14,14,1,10,11,1
291,11,11,10,1,11,11,8,5,1
291,10,15,13,6,7,11,14,7,1
291,2,4,10,11,11,1,0,0,1
291,8,3,11,4,6,0,12,3,1
291,9,9,11,4,14,3,8,0,1
291,10,11,2,12,5,13,1,14,1
291,15,10,0,13,9,1,1,11,1
291,3,3,0,9,7,3,7,4,1
291,7,14,1,5,13,0,11,11,1
291,9,13,8,6,4,3,5,14,1
291,3,2,13,13,10,15,2,4,1
291,5,3,8,9,6,7,14,2,1
291,15,9,13,9,11,9,11,8,1
513,0,0,0,0,0,0,0,125,1
513,0,0,0,0,0,0,64,156,1
476,2,61,23,19,0,0,0,0,1
476,2,53,221,69,0,0,0,0,1
476,2,7,177,239,0,0,0,0,1
476,2,15,60,3,0,0,0,0,1
476,2,23,84,221,0,0,0,0,1
476,2,30,245,3,0,0,0,0,1
513,160,15,3,37,168,53,148,34,1
513,0,0,0,0,0,0,0,0,1
513,64,31,2,35,24,5,138,34,1
513,6,28,6,63,6,42,2,41,1
344,6,12,6,51,6,26,2,54,1
344,6,16,6,54,6,29,2,14,1
344,6,20,6,57,6,33,2,17,1
344,6,28,6,63,6,42,2,41,1
513,0,0,0,0,100,0,2,0,1
128,0,0,0,0,0,0,0,0,1
128,132,3,2,35,24,5,138,34,1
128,194,1,2,35,24,5,138,34,1
291,10,9,11,5,13,4,8,2,1
314,4,9,9,32,8,22,2,9,1
291,3,2,12,12,9,14,3,3,1
291,1,3,7,7,3,10,9,4,1
513,2,12,2,29,2,19,0,86,1
291,10,10,1,12,5,11,1,13,1
513,3,15,3,34,48,22,2,22,1
291,10,9,4,4,3,1,7,13,1
291,9,9,11,4,13,3,8,0,1
476,2,48,203,61,0,0,0,0,1
291,14,6,2,13,11,1,4,11,1
134,186,1,2,33,23,5,132,32,1
291,7,13,2,5,10,0,9,11,1
509,0,4,1,1,0,0,0,0,1
291,3,4,7,9,8,9,14,3,1
291,13,2,7,13,13,2,10,10,1
502,0,17,6,5,0,0,0,0,1
476,2,56,26,17,0,0,0,0,1
513,39,3,0,9,41,13,36,8,1
291,7,8,10,5,13,2,6,0,1
291,0,0,0,0,0,0,0,0,1
291,7,13,1,5,12,0,10,11,1
513,17,8,0,9,6,1,84,122,1
291,11,2,8,10,11,0,10,8,1
476,2,13,79,43,0,0,0,0,1
173,0,0,0,2,1,0,1,1,1
480,1,53,20,16,12,0,0,0,1
291,9,8,4,4,3,1,7,14,1
486,3,51,17,32,1,12,0,12,1
216,96,1,4,23,18,2,68,21,1
291,7,3,9,4,6,0,11,3,1
291,9,9,4,5,3,1,6,14,1
291,9,12,7,6,4,3,4,14,1
291,9,12,12,5,10,7,11,3,1
291,5,3,10,4,4,3,12,3,1
312,11,10,2,28,7,11,1,28,1
502,0,18,6,5,70,0,1,0,1
291,1,3,8,7,2,10,11,4,1
513,0,0,0,0,25,0,0,92,1
513,0,0,0,0,95,0,1,6,1
296,3,3,12,16,9,16,2,4,1
513,0,0,0,0,14,0,0,106,1
291,2,1,7,8,8,7,1,3,1
513,0,0,0,0,0,0,0,50,1
291,7,3,10,4,6,0,10,2,1
291,7,8,10,5,13,2,6,0,1
476,2,18,57,4,0,0,0,0,1
291,2,3,9,10,10,3,0,1,1
505,0,3,12,0,0,0,0,99,1
291,9,8,4,4,3,1,7,14,1
291,11,8,2,8,5,1,4,13,1
344,6,19,6,56,6,32,2,17,1
291,4,5,3,1,8,14,6,8,1
495,0,7,28,1,0,0,0,0,1
291,9,12,7,6,4,3,4,14,1
291,13,7,12,8,10,7,11,7,1
291,6,10,11,6,4,11,14,5,1
291,14,10,3,5,3,2,7,11,1
291,9,12,7,6,4,2,4,13,1
291,8,8,10,4,13,2,7,0,1
476,2,12,98,81,0,0,0,0,1
291,13,10,0,11,9,0,2,11,1
291,2,3,10,11,10,2,0,0,1
513,0,0,0,0,0,0,27,138,1
493,1,31,11,9,48,0,0,0,1
198,80,2,4,25,19,3,82,24,1
344,6,19,6,56,6,33,2,22,1
291,10,12,2,4,7,1,9,11,1
302,3,5,11,22,9,18,2,6,1
291,2,5,6,4,3,12,11,5,1
291,8,8,3,5,4,0,7,14,1
513,3,15,3,35,3,23,1,78,1
291,6,7,9,7,6,8,14,3,1
291,13,4,9,12,12,3,10,9,1
497,0,6,24,1,0,0,0,0,1
291,2,0,4,4,5,7,1,3,1
484,1,11,45,2,23,0,0,0,1
291,2,2,11,12,10,8,1,2,1
513,0,0,0,0,0,0,6,128,1
291,3,1,4,1,2,0,4,1,1
291,2,3,11,11,10,7,0,1,1
234,0,0,0,0,0,0,0,0,1
513,68,30,2,35,31,7,138,34,1
291,7,7,5,0,9,13,7,7,1
513,1,7,1,16,1,10,0,10,1
128,95,0,0,17,11,2,68,16,1
513,0,0,0,0,36,0,0,79,1
291,1,5,9,6,0,11,14,4,1
291,3,3,10,9,9,15,3,5,1
291,9,14,11,6,5,8,10,9,1
291,1,3,7,7,3,10,8,4,1
135,126,3,2,33,23,5,132,32,1
513,0,0,0,0,85,0,1,17,1
291,11,3,6,11,10,1,9,12,1
291,13,11,3,4,3,2,8,11,1
513,0,0,0,0,0,0,42,145,1
291,5,6,10,7,12,1,3,0,1
291,10,8,3,6,4,1,5,14,1
513,0,0,0,0,61,0,1,0,1
502,0,17,6,5,71,0,1,0,1
476,2,54,180,58,0,0,0,0,1
291,10,13,11,3,8,11,11,6,1
513,63,30,1,34,23,4,137,33,1
291,1,4,8,7,0,10,14,4,1
291,11,11,8,1,9,9,8,6,1
291,8,8,10,4,13,3,8,0,1
291,9,12,7,6,4,4,4,14,1
291,14,10,1,9,6,1,3,11,1
291,14,10,0,11,7,1,2,11,1
291,7,13,3,5,9,1,8,12,1
494,4,17,89,148,3,21,1,21,1
476,2,18,111,226,0,0,0,0,1
291,14,9,12,8,11,8,10,7,1
476,2,38,59,140,0,0,0,0,1
291,7,13,1,5,12,0,10,11,1
476,2,13,141,232,0,0,0,0,1
508,5,26,12,56,5,37,1,36,1
500,4,23,24,42,3,27,1,26,1
291,2,6,4,5,11,15,11,8,1
476,2,12,182,217,0,0,0,0,1
291,2,1,3,4,2,3,6,0,1
291,10,13,12,4,8,11,12,6,1
291,1,5,8,7,0,11,15,4,1
480,1,13,52,2,0,0,0,16,1
128,176,1,2,35,24,5,138,34,1
291,13,10,0,12,7,5,1,12,1
291,3,4,9,5,2,6,13,3,1
513,3,16,3,37,3,24,1,24,1
291,1,6,5,9,13,15,14,8,1
291,9,13,9,6,4,5,7,11,1
490,1,9,36,1,0,0,0,0,1
291,8,7,11,4,11,2,9,0,1
291,14,8,1,13,9,1,2,11,1
291,3,1,6,7,7,9,2,4,1
344,6,25,6,61,6,39,2,36,1
291,14,8,12,9,11,8,10,8,1
291,2,5,6,4,2,12,12,5,1
136,0,0,0,0,0,0,0,0,1
291,13,10,13,8,9,9,11,7,1
340,5,15,6,51,6,28,2,13,1
476,2,42,37,12,0,0,0,0,1
291,2,2,0,6,4,2,4,2,1
291,0,0,0,1,0,0,1,0,1
476,2,24,173,3,0,0,0,0,1
291,12,9,12,6,12,6,9,4,1
291,2,6,4,6,11,15,12,8,1
480,2,23,74,201,0,5,0,4,1
291,1,3,7,7,3,10,9,4,1
291,13,10,1,11,7,1,1,11,1
291,11,10,10,1,11,10,8,5,1
476,2,53,205,64,0,0,0,0,1
185,130,4,2,24,16,4,91,26,1
294,9,11,2,14,5,14,1,14,1
291,13,9,12,7,11,7,10,5,1
291,2,4,8,7,1,9,14,3,1
291,2,3,6,10,9,1,2,1,1
291,2,4,8,7,2,9,14,3,1
476,1,14,59,2,0,0,0,0,1
489,1,9,38,1,0,0,0,0,1
476,2,58,42,17,0,0,0,0,1
344,6,18,6,55,6,31,2,15,1
291,8,13,12,6,7,11,14,7,1
291,14,7,11,10,11,6,10,8,1
291,1,5,8,7,1,11,15,4,1
479,8,16,54,6,2,0,13,3,1
291,14,10,0,12,8,1,1,11,1
493,1,8,32,1,46,0,0,0,1
291,9,12,7,5,3,2,5,14,1
291,1,6,6,9,13,14,15,7,1
291,9,11,4,9,4,8,2,14,1
328,8,11,4,39,6,18,1,41,1
291,12,11,7,2,7,7,8,8,1
291,8,5,11,4,9,1,10,1,1
341,5,27,6,60,6,40,2,39,1
480,1,13,52,2,12,0,0,0,1
291,1,5,7,8,6,12,15,5,1
291,1,6,7,8,9,13,15,6,1
513,0,0,0,0,0,0,0,33,1
291,7,7,5,0,9,13,7,7,1
291,13,10,0,11,9,0,2,11,1
291,2,2,6,7,9,11,5,5,1
513,0,0,0,0,57,0,1,53,1
291,13,4,4,13,12,1,7,11,1
476,2,13,195,174,0,0,0,0,1
291,2,2,12,12,10,10,1,2,1
513,0,0,0,0,21,0,0,98,1
492,3,16,100,160,2,18,0,18,1
476,2,34,240,16,0,0,0,0,1
291,4,6,3,1,9,15,8,8,1
513,0,0,0,0,14,0,0,107,1
476,2,31,242,8,0,0,0,0,1
476,2,41,38,12,0,0,0,0,1
179,136,4,2,25,17,4,96,26,1
291,1,2,5,6,6,0,0,0,1
291,12,9,12,7,12,6,9,5,1
225,61,6,8,19,16,7,61,18,1
243,45,11,9,14,12,9,50,14,1
513,0,0,0,0,0,0,0,86,1
489,3,24,54,161,2,15,0,15,1
291,8,7,11,4,12,2,8,0,1
513,3,15,3,35,46,23,2,23,1
291,2,3,9,10,10,2,0,0,1
344,6,26,6,62,6,40,2,38,1
500,0,21,7,6,0,0,0,0,1
291,6,3,10,4,5,1,12,3,1
476,2,60,22,20,0,1,0,1,1
489,23,20,39,14,8,1,48,12,1
291,2,4,8,7,2,9,14,3,1
325,4,13,8,42,7,26,2,12,1
513,4,2,0,2,1,0,69,147,1
291,8,6,11,4,10,1,9,1,1
513,0,0,0,0,68,0,1,0,1
291,2,3,3,9,8,2,4,2,1
291,5,3,10,5,3,4,13,3,1
291,9,2,4,12,11,1,8,8,1
476,2,8,151,187,0,0,0,0,1
476,2,60,23,18,0,0,0,0,1
513,29,14,0,15,10,2,97,100,1
291,11,13,13,6,8,10,13,7,1
513,8,4,0,4,3,0,74,138,1
318,7,19,4,38,5,27,1,27,1
291,7,13,1,5,12,0,10,11,1
494,1,7,30,1,49,0,0,0,1
513,61,29,1,33,23,4,135,38,1
291,1,0,2,2,3,3,0,1,1
476,2,7,172,229,0,0,0,0,1
291,2,3,10,11,10,1,0,0,1
291,10,12,6,5,3,3,6,13,1
481,2,10,149,210,0,6,0,6,1
513,156,14,2,36,166,51,144,33,1
476,2,19,106,225,0,0,0,0,1
476,2,10,123,130,0,0,0,0,1
291,4,5,10,8,11,1,2,0,1
344,6,26,6,62,6,40,2,38,1
508,56,29,8,31,21,4,121,30,1
283,20,8,12,10,11,8,16,9,1
501,44,25,20,24,16,3,94,23,1
291,13,11,3,4,3,4,7,12,1
344,6,20,6,57,6,34,2,24,1
262,46,7,11,13,13,8,33,12,1
291,9,11,2,12,5,13,1,14,1
476,2,39,208,118,0,0,0,0,1
511,0,1,9,0,0,0,0,0,1
291,11,2,8,10,10,0,10,7,1
291,11,8,2,8,5,1,4,13,1
291,9,9,2,9,4,8,3,14,1
476,2,36,43,10,0,0,0,0,1
291,4,3,6,9,6,6,12,2,1
218,67,6,8,20,16,7,67,19,1
476,2,43,50,111,0,0,0,0,1
476,2,12,193,182,0,0,0,0,1
291,7,3,10,4,6,1,12,2,1
128,166,1,2,35,24,5,138,34,1
476,2,55,161,53,0,0,0,0,1
503,0,3,15,0,74,0,1,0,1
291,9,10,2,9,5,13,2,13,1
291,3,2,12,12,9,14,2,3,1
291,0,1,3,3,3,0,0,0,1
513,118,18,3,44,124,50,108,35,1
477,1,14,57,2,3,0,0,0,1
513,2,12,2,27,2,18,0,87,1
513,104,9,1,24,144,34,97,22,1
291,12,11,3,10,6,1,2,12,1
150,1,0,1,0,0,0,1,0,1
513,88,8,1,20,137,29,83,18,1
513,63,23,4,53,66,46,56,38,1
291,3,3,8,8,3,8,14,2,1
193,84,2,4,26,19,3,86,24,1
291,2,3,0,9,7,2,6,3,1
480,2,57,20,24,0,5,0,4,1
344,6,14,6,52,6,27,2,29,1
476,2,20,215,104,0,0,0,0,1
291,6,2,2,10,9,2,8,6,1
291,8,13,1,4,10,0,10,11,1
291,14,6,10,10,12,5,10,9,1
477,2,7,170,232,0,1,0,1,1
291,2,4,8,7,2,9,14,3,1
315,3,16,6,34,10,27,9,23,1
344,6,18,6,55,6,31,2,25,1
477,1,14,57,2,0,0,0,0,1
479,7,58,21,20,2,0,12,3,1
291,13,9,12,6,11,9,10,7,1
291,3,1,6,7,7,8,7,3,1
291,9,12,7,5,3,3,5,13,1
476,2,26,236,33,0,0,0,0,1
291,13,10,1,11,7,1,1,11,1
513,0,3,0,7,0,5,56,141,1
291,13,7,12,7,9,7,11,6,1
513,17,8,0,9,6,1,84,122,1
291,2,0,5,6,7,8,1,4,1
510,5,26,15,72,5,39,1,38,1
291,9,14,12,6,6,9,12,8,1
476,2,19,72,120,0,0,0,0,1
128,2,0,0,0,0,0,2,0,1
291,13,5,3,13,11,1,5,11,1
481,10,17,52,7,3,0,18,4,1
291,14,10,1,9,6,1,3,11,1
291,4,2,7,8,6,8,9,3,1
513,114,10,2,26,148,37,106,24,1
291,9,14,11,6,6,9,12,8,1
476,2,50,31,15,0,0,0,0,1
513,100,20,4,47,105,48,91,36,1
494,1,31,11,9,0,0,0,0,1
291,2,3,11,11,10,7,0,1,1
497,0,25,9,8,0,0,0,72,1
480,2,56,20,24,0,5,0,5,1
476,1,59,22,18,0,0,0,0,1
476,2,42,38,12,0,0,0,0,1
291,13,3,5,13,13,1,8,11,1
513,48,23,1,26,18,3,120,62,1
221,62,9,8,18,14,8,66,18,1
513,0,1,0,2,0,1,0,121,1
344,6,15,6,53,6,29,2,51,1
291,14,8,12,9,11,8,10,8,1
291,13,10,0,11,9,0,2,11,1
513,2,12,2,27,2,18,36,105,1
291,3,1,6,7,7,9,3,4,1
513,5,25,5,56,5,37,1,36,1
291,3,2,12,12,9,14,2,3,1
513,75,29,2,35,40,10,139,34,1
476,2,17,207,133,0,0,0,0,1
494,1,31,11,9,0,0,0,61,1
291,11,12,2,4,6,1,9,11,1
279,1,3,9,10,10,0,0,0,1
291,2,3,10,11,10,1,0,0,1
495,4,21,31,34,3,21,1,21,1
513,4,19,4,43,35,28,2,28,1
305,8,11,3,22,5,16,1,25,1
487,3,50,17,32,1,12,0,12,1
291,10,11,2,10,4,11,1,13,1
291,3,6,3,2,9,15,9,8,1
476,2,24,178,3,0,0,0,0,1
291,13,10,4,4,3,2,7,12,1
291,9,14,11,6,6,8,11,8,1
513,127,17,3,42,133,50,117,35,1
476,2,29,242,13,0,0,0,0,1
476,2,22,84,221,0,0,0,0,1
512,0,0,0,0,0,0,0,124,1
238,5,2,7,2,4,0,8,2,1
506,0,5,42,0,0,0,0,0,1
476,2,13,197,169,0,0,0,0,1
291,4,6,3,0,8,15,7,8,1
344,6,17,6,54,6,30,2,14,1
263,43,1,6,17,15,1,31,14,1
485,1,11,44,2,25,0,0,0,1
507,0,2,8,0,0,0,54,133,1
503,0,15,5,4,75,0,1,0,1
291,9,11,7,5,3,2,5,14,1
513,21,10,0,11,8,1,89,114,1
291,9,2,10,6,7,0,11,4,1
481,1,12,50,2,0,0,0,19,1
291,2,2,7,8,9,6,1,3,1
344,6,26,6,61,6,40,2,42,1
291,10,12,2,4,7,1,9,11,1
291,1,6,5,9,13,15,14,8,1
291,2,6,4,5,11,15,11,8,1
291,11,9,4,4,3,1,7,13,1
291,1,6,6,9,13,14,14,7,1
291,6,3,9,7,6,4,13,2,1
291,1,6,6,9,12,14,15,7,1
513,0,0,0,0,0,0,12,130,1
282,2,2,0,8,6,2,6,3,1
128,122,2,1,32,22,4,128,31,1
291,10,10,10,1,11,10,8,4,1
291,9,13,10,6,5,6,9,10,1
513,112,10,2,25,147,37,104,23,1
291,0,0,0,0,0,0,0,0,1
291,2,5,6,3,3,12,11,6,1
257,2,2,0,7,5,2,5,3,1
291,9,10,11,4,11,5,9,2,1
291,3,1,5,7,7,9,2,4,1
344,6,16,6,54,6,29,2,15,1
513,38,18,1,20,14,2,108,83,1
291,11,13,13,6,8,10,13,7,1
484,1,46,17,14,0,0,0,0,1
291,12,10,4,4,3,2,7,12,1
291,3,1,6,7,7,9,4,4,1
476,2,60,37,22,0,0,0,0,1
291,13,5,4,13,11,1,6,11,1
291,14,9,0,12,8,1,1,11,1
291,3,2,11,11,8,12,5,3,1
291,12,12,13,7,8,10,12,7,1
344,6,26,6,61,6,39,2,35,1
291,4,4,6,4,8,15,5,7,1
291,3,1,6,7,7,9,2,4,1
490,1,36,13,11,39,0,0,0,1
476,2,44,36,13,0,0,0,0,1
233,0,0,0,0,0,0,0,0,1
508,56,29,9,31,21,4,121,29,1
480,2,57,21,23,0,4,0,4,1
291,12,10,0,12,7,6,1,12,1
476,2,17,207,132,0,0,0,0,1
291,4,3,4,2,8,12,4,7,1
291,5,4,1,7,5,2,7,8,1
291,2,3,10,11,10,2,0,0,1
291,4,3,3,7,6,2,8,3,1
291,11,10,1,12,5,10,1,13,1
291,13,4,8,12,13,3,10,10,1
300,9,11,2,19,5,15,1,14,1
291,13,9,0,11,7,1,2,11,1
513,0,0,0,0,0,0,28,69,1
291,3,3,4,3,8,12,4,6,1
336,5,13,7,48,6,26,2,12,1
291,9,9,4,5,3,1,6,14,1
502,0,4,16,0,0,0,0,0,1
208,0,1,4,5,5,0,0,0,1
476,2,20,189,190,0,0,0,0,1
513,0,0,0,0,0,0,0,16,1
476,2,12,103,90,0,0,0,0,1
291,3,1,5,7,7,9,2,4,1
291,13,3,8,12,13,3,10,10,1
501,4,38,11,49,4,28,1,27,1
476,2,23,83,220,0,0,0,0,1
291,9,9,10,2,12,6,8,2,1
344,6,19,6,56,6,32,2,16,1
291,10,2,5,12,12,1,9,9,1
306,12,10,1,24,8,8,1,23,1
291,1,6,6,9,13,14,14,7,1
291,3,1,6,7,7,9,3,4,1
